ImageId,classId,class1Coor,class2Coor,class3Coor,class4Coor
0281aba7b.jpg,3,0,0,"['151 192 25 40', '511 0 26 256', '476 0 24 256']",0
028eb44d1.jpg,3,0,0,"['1338 230 53 26', '363 194 41 43', '961 169 35 36', '1509 146 37 32', '1353 141 51 46', '0 97 52 159', '821 82 49 63', '694 74 107 130', '101 46 57 210']",0
028ed7768.jpg,3,0,0,"['1003 1 117 255', '960 1 22 144']",0
0294f23c0.jpg,3,0,0,"['707 2 30 254', '1270 0 49 256']",0
02b2d3aa4.jpg,1,"['527 200 39 55', '570 187 28 69', '383 106 31 86', '421 84 38 40']",0,0,0
02b906933.jpg,3,0,0,"['1104 2 24 254', '428 0 24 256']",0
02bf279c9.jpg,3,0,0,['216 142 106 114'],0
02c4655ff.jpg,1,"['1124 164 23 45', '1266 145 24 74', '1290 113 26 113', '1150 48 14 53', '324 39 27 74', '1210 12 20 62']",0,0,0
02c79bfcb.jpg,3,0,0,"['580 136 249 38', '1436 22 162 52', '1215 1 152 24']",0
02d18b8a4.jpg,3,0,0,"['48 208 24 48', '1020 2 17 254', '844 0 55 256']",0
02d573611.jpg,4,0,0,0,"['907 169 188 86', '1114 163 61 92']"
02d8c6b30.jpg,3,0,0,['753 0 116 256'],0
031627893.jpg,3,0,0,['446 57 1154 94'],0
031f334ec.jpg,3,0,0,"['104 88 59 126', '1462 1 16 191']",0
0340e13c4.jpg,3,0,0,"['1506 162 47 94', '1032 101 153 83', '1527 4 45 147', '631 2 45 254', '1347 1 158 143', '579 1 45 138', '545 0 29 256']",0
03461f8e0.jpg,3,0,0,"['1322 116 17 18', '1197 112 18 17', '1217 102 9 9', '1191 88 49 168']",0
034941f9d.jpg,3,0,0,"['1320 198 30 45', '392 192 21 44', '862 100 27 44', '1120 74 28 49', '1227 46 33 46']",0
035021da2.jpg,3,0,0,['69 167 269 89'],0
0360edfb8.jpg,3,0,0,"['948 47 59 209', '682 0 80 256']",0
036c4e5d2.jpg,1,['294 0 31 256'],0,0,0
036c7d18c.jpg,3,0,0,"['759 208 35 38', '832 205 24 25', '660 202 58 43', '673 151 29 43', '1188 72 63 79', '1156 55 30 71', '981 54 78 126', '421 53 21 69', '120 40 26 97', '89 39 23 135', '1466 19 132 145', '1399 1 91 47', '1243 1 174 171', '766 1 160 144', '589 1 175 141', '449 1 108 254', '0 1 88 138']",0
037fca267.jpg,3,0,0,"['927 207 22 33', '1063 18 47 238']",0
03860f6a9.jpg,3,0,0,"['590 159 57 94', '952 111 200 47', '83 107 62 149', '212 78 524 58', '56 34 155 222', '1284 27 37 66', '895 23 56 231', '740 4 78 252', '202 1 268 67', '53 0 128 33']",0
0386ce84b.jpg,3,0,0,"['709 201 885 55', '1188 95 259 105', '384 77 135 117']",0
038f14456.jpg,4,0,0,0,['1053 131 170 125']
0391d44d6.jpg,"3, 4",0,0,"['247 152 11 53', '262 151 16 36', '871 86 32 163', '1045 49 67 146', '772 39 29 50']","['649 173 78 83', '404 84 175 172', '265 1 176 97', '1336 0 264 256']"
039577d49.jpg,3,0,0,"['1572 3 26 253', '138 2 20 254', '1477 0 36 256', '1441 0 29 256']",0
03ab4e3ea.jpg,3,0,0,['1134 1 79 174'],0
03ca4d04c.jpg,3,0,0,"['150 206 448 50', '0 158 133 97', '195 127 178 91', '87 121 72 63', '149 52 540 91', '549 4 594 252']",0
03da79fda.jpg,1,['707 156 32 74'],0,0,0
03db6bbc3.jpg,"3, 4",0,0,"['339 185 36 68', '113 113 37 59', '127 141 3 9', '633 41 26 56']","['1374 221 44 35', '1096 90 27 102', '1103 61 258 195', '1319 57 85 150', '322 6 59 54', '1132 2 188 86']"
03faf7462.jpg,3,0,0,"['691 226 45 30', '683 13 54 161']",0
04055fd3e.jpg,3,0,0,"['1453 1 18 222', '1054 0 17 256', '683 0 30 256']",0
0405e7c54.jpg,2,0,['39 9 29 247'],0,0
04072b39a.jpg,3,0,0,"['1193 4 20 252', '1139 4 26 252', '1068 0 49 256']",0
041187764.jpg,3,0,0,['0 7 360 220'],0
041a93b6d.jpg,3,0,0,"['550 104 54 58', '1314 69 22 52']",0
04246167f.jpg,3,0,0,"['1174 51 64 205', '1305 8 52 136']",0
0429258ad.jpg,1,['1380 56 20 107'],0,0,0
044700866.jpg,"3, 4",0,0,"['1278 167 15 49', '555 139 13 89', '1452 1 19 199']",['0 100 90 80']
04594d04e.jpg,3,0,0,"['1397 3 25 247', '663 1 16 248']",0
046282f58.jpg,3,0,0,['46 183 67 73'],0
046c35525.jpg,1,['1466 0 26 256'],0,0,0
047fa15d0.jpg,3,0,0,"['813 0 21 256', '680 0 46 256']",0
048d14d3f.jpg,3,0,0,"['989 0 20 256', '798 0 17 256']",0
0498abd18.jpg,3,0,0,"['121 202 52 54', '1149 142 46 100', '1 3 1597 207']",0
049bad998.jpg,3,0,0,"['175 134 27 121', '84 112 26 43', '671 0 195 256']",0
04a06d744.jpg,3,0,0,"['722 188 84 68', '1006 149 13 107', '1096 110 35 146', '585 25 49 57', '879 1 20 224', '834 0 22 256']",0
04a4777e9.jpg,3,0,0,"['1166 0 22 256', '605 0 18 256']",0
04a5009fa.jpg,3,0,0,['582 0 239 256'],0
04ae7853c.jpg,3,0,0,"['1153 18 66 238', '1282 1 75 255']",0
04c3aade7.jpg,4,0,0,0,['342 5 459 213']
04d49c95d.jpg,3,0,0,"['973 3 36 253', '687 0 22 256']",0
04e23e414.jpg,1,"['513 217 39 39', '253 216 18 29', '555 201 38 55', '443 197 24 38', '503 196 19 20', '630 182 19 61', '421 160 29 66', '640 129 19 56', '613 111 24 56', '264 27 20 40', '425 21 18 30', '295 8 21 35', '266 1 20 22']",0,0,0
04fa19d59.jpg,4,0,0,0,"['321 161 94 95', '436 129 108 127', '199 2 131 172']"
05184e71b.jpg,3,0,0,"['1103 34 24 222', '429 0 28 256']",0
0518e79e9.jpg,3,0,0,['603 1 111 107'],0
051f0d825.jpg,3,0,0,"['312 89 732 85', '943 65 399 43', '75 41 40 215']",0
0526d780c.jpg,3,0,0,"['972 0 29 256', '687 0 32 256']",0
052838084.jpg,3,0,0,"['1191 1 70 60', '65 1 53 67']",0
052ac9a54.jpg,3,0,0,"['1014 2 24 254', '875 0 23 256', '839 0 25 256']",0
052cc2a0f.jpg,4,0,0,0,['330 93 604 163']
0534f1b45.jpg,3,0,0,"['1344 4 24 190', '1214 3 22 253', '484 2 21 254', '667 0 53 256', '554 0 19 256', '242 0 21 256']",0
05396b495.jpg,3,0,0,"['827 1 24 254', '190 1 28 186', '17 1 17 185', '693 0 60 256']",0
053e9a29c.jpg,3,0,0,"['1534 186 61 39', '1483 77 55 39']",0
054190eb2.jpg,3,0,0,['837 104 762 152'],0
056e34021.jpg,1,"['1294 214 52 42', '1317 233 3 5', '1256 205 37 51', '424 198 31 27', '875 145 22 24', '1238 133 19 58', '260 125 18 29', '512 117 17 41', '1144 66 22 29', '455 1 49 69', '201 1 21 33', '151 1 31 54']",0,0,0
05747b10b.jpg,2,0,['943 66 18 177'],0,0
0576d3847.jpg,3,0,0,"['437 230 68 26', '393 215 31 41', '563 1 61 165']",0
057b89dd5.jpg,3,0,0,"['556 56 1 1', '390 1 234 130']",0
0582ac66c.jpg,4,0,0,0,"['91 140 40 36', '445 5 360 193', '922 1 336 255', '0 1 62 83']"
058a1e3b8.jpg,3,0,0,['1299 0 46 256'],0
059000a4f.jpg,1,['1367 141 33 32'],0,0,0
059327fe3.jpg,3,0,0,['63 20 63 236'],0
05a024a74.jpg,3,0,0,"['848 165 62 72', '1073 124 291 129', '499 46 125 93', '792 2 75 39', '685 1 93 250']",0
05d6bccf8.jpg,3,0,0,"['722 211 21 45', '115 0 41 256']",0
05f5e7366.jpg,3,0,0,['1333 139 147 48'],0
0602f0520.jpg,3,0,0,"['625 77 26 179', '1106 1 17 255', '1069 0 15 256', '1035 0 14 256']",0
0603c2340.jpg,1,['1322 71 30 132'],0,0,0
0606395c5.jpg,3,0,0,"['1357 147 147 109', '403 116 637 140']",0
060964105.jpg,2,0,['487 3 20 162'],0,0
060c3159e.jpg,2,0,['920 91 29 165'],0,0
062167783.jpg,3,0,0,"['66 229 82 27', '759 185 30 71', '222 170 131 86', '1004 90 30 124', '571 4 39 180', '317 4 104 43', '1125 1 25 171', '1072 1 33 157']",0
063571c5c.jpg,3,0,0,"['982 0 17 256', '965 0 12 256', '941 0 17 256']",0
063fa1630.jpg,4,0,0,0,"['517 171 168 85', '616 121 62 43', '643 96 12 16', '262 90 69 96', '688 49 176 80', '1040 16 196 121', '681 2 151 42']"
0645d69f9.jpg,3,0,0,['1119 46 67 72'],0
066ecd182.jpg,3,0,0,['1123 1 477 119'],0
06713b712.jpg,3,0,0,['93 148 1507 108'],0
068587112.jpg,3,0,0,"['133 4 147 159', '982 1 54 254']",0
068c6c4a9.jpg,2,0,['1483 25 33 156'],0,0
0696cfa05.jpg,3,0,0,"['1 1 180 255', '1025 0 270 256']",0
06a01c775.jpg,1,"['294 155 37 36', '1182 119 22 26', '241 118 31 25', '334 111 37 56', '282 68 24 51', '306 46 24 42', '210 16 21 28']",0,0,0
06ad83bac.jpg,3,0,0,"['0 24 250 227', '853 1 747 255', '0 1 252 152']",0
06ae96c30.jpg,3,0,0,"['657 1 362 255', '125 1 702 255']",0
06aed81ba.jpg,3,0,0,['186 0 95 256'],0
06b384e78.jpg,3,0,0,['1097 0 55 256'],0
06b49e34f.jpg,3,0,0,['705 3 18 133'],0
06d0fbb0c.jpg,3,0,0,"['639 67 29 189', '381 0 22 256']",0
06d3a99cb.jpg,3,0,0,"['1108 54 162 201', '1328 42 138 212', '900 39 244 217', '1502 3 38 251', '393 1 1095 41']",0
06e55cb16.jpg,3,0,0,['937 172 39 40'],0
06e6582af.jpg,3,0,0,"['422 208 459 46', '1015 179 221 37', '0 170 178 86', '556 99 315 42', '886 42 193 101']",0
06e6e7a8c.jpg,4,0,0,0,"['770 229 16 27', '439 1 167 247']"
06e7b157a.jpg,3,0,0,"['1256 179 108 77', '1249 35 51 125', '1424 1 37 249']",0
06eb2151d.jpg,3,0,0,['1271 72 51 67'],0
06f4583b1.jpg,3,0,0,"['1094 162 20 16', '1100 61 41 86', '1136 44 20 22', '1133 1 14 21']",0
06f52f4dd.jpg,3,0,0,"['1239 146 103 68', '478 132 130 122', '791 118 100 88', '218 105 115 80', '196 1 99 30']",0
06fb3a6e5.jpg,3,0,0,"['1288 164 49 92', '1130 62 50 194']",0
0712fbd90.jpg,3,0,0,['1178 0 18 256'],0
0728b2ac9.jpg,1,['1362 2 85 230'],0,0,0
0739e9688.jpg,3,0,0,"['680 100 46 36', '3 87 619 58', '836 76 759 44']",0
07732248e.jpg,"3, 4",0,0,"['186 176 7 77', '44 85 4 16', '182 64 7 62', '29 50 14 53', '123 39 9 71', '103 38 10 76', '69 38 12 99', '204 37 7 76', '132 37 5 35', '942 32 5 39', '168 30 14 118', '148 29 14 97', '949 3 7 76', '669 3 14 36', '412 1 13 254']","['546 166 100 90', '540 1 84 42']"
077f0256d.jpg,1,['1541 1 45 24'],0,0,0
079054aa2.jpg,3,0,0,['1299 42 47 107'],0
07a5651ce.jpg,3,0,0,"['0 27 521 74', '1406 1 39 255', '754 0 504 256']",0
07ac7620c.jpg,1,['742 19 45 66'],0,0,0
07b1a9644.jpg,3,0,0,['606 38 28 193'],0
07b627cb9.jpg,3,0,0,['233 3 63 253'],0
07ba16aba.jpg,3,0,0,"['1008 2 18 210', '916 1 24 215', '1052 0 198 256']",0
07ba66beb.jpg,1,"['496 219 39 20', '597 198 19 27', '396 152 18 17', '488 131 25 27', '116 122 29 32', '402 97 28 31', '316 62 21 31', '383 35 30 47', '349 15 23 37', '423 1 23 34']",0,0,0
07c3d6d77.jpg,2,0,"['946 53 14 163', '924 1 10 107']",0,0
07c8ba1d5.jpg,"3, 4",0,0,"['1251 117 18 139', '367 1 26 81', '88 1 24 229', '1018 0 53 256']",['832 130 92 102']
07c8c77a3.jpg,3,0,0,['1057 0 11 256'],0
07c917711.jpg,3,0,0,"['819 1 15 174', '1016 0 113 256']",0
07cb6d544.jpg,3,0,0,['1011 35 49 44'],0
07cbfd1f8.jpg,"3, 4",0,0,"['1462 182 36 72', '893 173 76 83', '1263 98 48 115', '1317 74 28 71', '972 0 84 256']",['36 0 375 256']
07cd0a3e9.jpg,3,0,0,"['1074 166 34 90', '386 157 173 99', '49 155 43 34', '1 65 83 57', '572 22 43 234', '163 2 100 57', '879 1 35 239', '1125 0 47 256']",0
0803acf1f.jpg,3,0,0,"['1314 182 14 13', '1185 166 6 13', '1180 152 51 104', '1195 152 7 12', '1192 136 12 11', '1310 130 10 22']",0
0808a098b.jpg,3,0,0,"['1168 213 10 42', '1185 212 13 44', '1183 143 13 17', '1176 0 37 99']",0
080d6f77f.jpg,3,0,0,"['196 139 33 117', '1421 134 51 122', '1022 133 34 123', '1388 91 24 164', '388 37 31 145', '1152 1 31 93', '315 1 26 254', '419 0 24 256']",0
0817e2da4.jpg,3,0,0,['1061 0 165 256'],0
08193cfc8.jpg,2,0,"['1454 39 24 190', '1478 2 14 74']",0,0
0829af407.jpg,1,['1418 45 29 73'],0,0,0
0832de752.jpg,1,"['471 221 33 35', '351 212 22 33', '301 183 33 49', '446 166 24 33', '372 162 27 46', '272 145 28 39', '234 119 25 23', '1479 109 32 36', '406 104 21 47', '1173 81 28 39', '262 66 36 53', '345 53 36 41', '120 31 38 37', '5 3 25 21']",0,0,0
0841074c1.jpg,3,0,0,"['967 0 25 256', '794 0 60 256']",0
0842fa725.jpg,2,0,['843 191 13 65'],0,0
0849ea9f1.jpg,3,0,0,"['1267 126 317 83', '90 122 173 50', '513 117 137 66', '102 51 82 64']",0
084e8ba74.jpg,3,0,0,"['1 162 62 72', '76 154 91 102', '505 0 24 256']",0
0858830b6.jpg,3,0,0,"['888 1 17 249', '411 1 21 214', '1234 0 18 256', '990 0 37 256']",0
085a9eea6.jpg,3,0,0,"['496 0 28 256', '69 0 21 256']",0
085bcd104.jpg,3,0,0,['58 4 99 252'],0
08605c0eb.jpg,3,0,0,"['759 192 837 59', '0 174 349 82']",0
08808b1a2.jpg,1,"['534 195 20 22', '451 145 21 27', '583 110 17 25', '548 105 15 41', '504 86 37 78', '428 74 39 60', '386 30 27 64']",0,0,0
08852b69d.jpg,3,0,0,"['449 129 23 103', '500 47 17 103', '474 1 17 150', '363 1 26 236']",0
0888e6a84.jpg,"3, 4",0,0,['142 91 12 122'],"['983 127 21 9', '971 86 133 103']"
088a6bb94.jpg,3,0,0,"['934 0 32 256', '663 0 21 256']",0
088aee82e.jpg,3,0,0,"['0 98 1600 81', '0 55 1600 96']",0
08a1a079b.jpg,"1, 3","['686 215 29 33', '671 161 33 47', '331 155 17 24', '296 141 27 30', '342 125 25 33', '451 114 18 33', '283 109 20 29', '310 104 19 29', '471 92 20 29', '171 74 26 46', '270 62 23 42', '352 43 22 54', '705 11 18 59']",0,"['410 137 38 50', '1 69 38 74']",0
08a8ed239.jpg,1,['766 165 25 91'],0,0,0
08b10468d.jpg,4,0,0,0,['617 167 740 89']
08b40a161.jpg,"3, 4",0,0,"['665 1 47 148', '598 1 36 173']","['696 157 506 99', '1413 107 186 149']"
08b539d11.jpg,3,0,0,"['0 146 108 83', '1138 43 199 213', '250 37 176 101', '402 0 357 256']",0
08c2fc120.jpg,3,0,0,"['1352 180 27 24', '1219 137 53 119', '1346 124 42 34']",0
08d5bd03d.jpg,3,0,0,"['1326 174 29 48', '1327 33 25 51']",0
08d80d51a.jpg,3,0,0,"['1487 2 24 254', '1142 0 26 256', '347 0 26 256', '267 0 24 256']",0
08de8621d.jpg,3,0,0,"['579 167 21 89', '579 10 19 132', '956 4 31 252', '122 2 30 254', '637 0 27 256', '517 0 18 256', '476 0 26 256', '230 0 22 256']",0
08de8df60.jpg,"1, 3","['292 220 26 36', '324 130 29 33', '297 87 37 34', '329 58 29 25', '75 13 29 23', '319 5 41 26']",0,"['1233 164 47 41', '1115 103 51 41', '638 7 70 39']",0
08e3aadde.jpg,3,0,0,"['709 1 16 167', '502 1 150 195', '316 1 148 254', '745 0 73 256']",0
08f0b26ac.jpg,3,0,0,['449 2 26 254'],0
08f5c0997.jpg,3,0,0,"['871 2 19 254', '201 2 39 254', '1323 1 18 206', '1011 0 40 256', '955 0 19 256', '830 0 31 256']",0
08f9c685f.jpg,"1, 3",['721 63 22 149'],0,['843 229 56 18'],0
0905fe055.jpg,1,"['1395 181 23 49', '1401 99 19 56']",0,0,0
090a6a4b5.jpg,3,0,0,"['733 51 36 189', '1319 1 37 48']",0
09140dda7.jpg,3,0,0,"['1539 3 23 252', '1127 0 23 256']",0
091d21109.jpg,3,0,0,"['1376 74 31 182', '1208 34 53 222', '1422 29 20 118', '1125 2 41 254', '982 1 37 189', '708 0 34 256', '563 0 51 256']",0
092145f0c.jpg,3,0,0,"['65 3 17 131', '1199 1 25 223', '416 1 17 254', '382 1 30 254', '1420 0 49 256', '488 0 41 256', '340 0 32 256']",0
092614afe.jpg,4,0,0,0,"['193 128 154 122', '129 7 65 90']"
0929b3d8f.jpg,3,0,0,"['679 5 15 245', '1245 2 24 253']",0
092f8d365.jpg,3,0,0,"['875 120 37 136', '795 58 114 102', '830 19 27 17']",0
09323504a.jpg,3,0,0,"['238 128 93 34', '269 107 64 26']",0
0934b8bff.jpg,1,['300 61 27 193'],0,0,0
093ec1c68.jpg,3,0,0,"['1004 14 42 70', '1391 1 68 49']",0
094fd70ea.jpg,3,0,0,"['1250 1 37 247', '1015 1 173 253', '598 0 28 256', '490 0 39 256']",0
09552b326.jpg,3,0,0,"['1256 204 21 50', '1306 184 26 63', '1239 111 34 65', '0 34 250 26', '263 33 118 23', '393 32 74 20', '593 28 31 16', '644 18 91 27', '1155 4 55 136', '738 1 358 40']",0
096465b41.jpg,3,0,0,['0 140 1463 48'],0
0970201e2.jpg,3,0,0,"['1001 154 44 102', '1409 125 115 51', '1148 123 61 132']",0
09757b84e.jpg,3,0,0,"['1172 2 22 254', '1066 0 51 256']",0
097e28492.jpg,3,0,0,['1039 209 33 47'],0
097eaf94c.jpg,"3, 4",0,0,['1364 1 170 130'],"['708 152 457 104', '1032 25 83 72', '537 0 506 143']"
0984c380f.jpg,3,0,0,"['82 1 16 254', '223 0 21 256', '155 0 16 256']",0
0986996f0.jpg,3,0,0,"['613 105 31 46', '794 97 31 78']",0
0988e13e7.jpg,3,0,0,['1483 1 44 76'],0
0999e53af.jpg,1,['1323 40 53 160'],0,0,0
099e4e39a.jpg,3,0,0,"['218 0 21 256', '80 0 19 256']",0
09b26a624.jpg,3,0,0,"['77 117 78 48', '800 0 64 256']",0
09b428fe0.jpg,1,"['616 115 19 29', '552 110 25 25', '520 108 24 34', '369 81 24 26', '342 37 21 32', '1486 32 37 54', '502 9 24 66', '261 3 51 33']",0,0,0
09c967630.jpg,3,0,0,['1106 3 56 243'],0
09d4ee8a5.jpg,3,0,0,['292 3 46 253'],0
09d70d8f0.jpg,3,0,0,"['110 2 136 253', '393 1 48 76']",0
09d7dba1b.jpg,3,0,0,"['976 0 25 256', '807 0 59 256']",0
09d84ff22.jpg,3,0,0,['187 19 184 77'],0
09d87038e.jpg,3,0,0,"['841 203 18 35', '41 20 18 234', '837 1 24 194']",0
09e06e897.jpg,3,0,0,"['790 0 33 256', '657 0 68 256']",0
09e15218c.jpg,3,0,0,"['68 215 399 41', '495 207 871 49', '454 53 137 87']",0
09e75817a.jpg,3,0,0,"['551 206 58 50', '41 174 50 51']",0
09e9c96fd.jpg,3,0,0,"['789 99 134 111', '20 93 367 103', '543 88 219 106']",0
09ee01161.jpg,3,0,0,"['395 21 44 235', '318 0 52 256']",0
09f1605ee.jpg,4,0,0,0,"['752 189 90 64', '847 37 220 149']"
0a21ce787.jpg,3,0,0,['194 198 58 47'],0
0a26aceb2.jpg,3,0,0,"['466 183 216 73', '91 165 129 44', '228 119 144 45', '75 110 69 40', '484 109 898 147', '362 90 138 55', '382 59 161 22']",0
0a37f0a29.jpg,3,0,0,['386 158 370 98'],0
0a405b396.jpg,3,0,0,"['1396 6 45 250', '1353 5 33 251', '304 4 27 252', '807 2 38 254', '332 1 34 255', '151 1 45 255']",0
0a4ad45a5.jpg,1,"['447 211 20 45', '469 140 16 40', '1066 54 22 49']",0,0,0
0a5cff3a7.jpg,3,0,0,"['1060 157 53 68', '1060 5 53 142']",0
0a8306bfe.jpg,3,0,0,['1434 77 162 162'],0
0a8cb8ddf.jpg,1,"['469 193 21 27', '286 191 23 35', '410 155 50 100', '481 148 24 32', '1138 130 28 33', '1379 85 29 35', '420 82 22 31', '1382 17 28 40', '433 1 30 59']",0,0,0
0a9a7a6c7.jpg,3,0,0,"['1211 2 28 195', '930 1 32 178']",0
0a9aaba9a.jpg,3,0,0,"['435 0 91 256', '367 0 40 256']",0
0aa4399a4.jpg,3,0,0,['914 146 38 108'],0
0aa7955fd.jpg,3,0,0,"['1336 93 66 72', '1339 32 38 43']",0
